ClaimNbr,CarBrandCode,CarModel
CLM011A1-6308-009223,TOYOTA,ALTIS
CLM0112A-6309-000854,SUZUKI,CARRY
CLM011A1-6308-009237,ISUZU,DMAX 1.9
CLM011A1-6308-009241,ISUZU,DMAX
CLM0112A-6309-000868,TOYOTA,CAMRY 2.4
CLM0112A-6309-000872,NISSAN,CUBE
CLM011A1-6308-009255,TOYOTA,COROLLA1.6GLI
CLM0112A-6309-000886,SUZUKI,SWIFT
CLM0112A-6309-000890,NISSAN,PRIMERA AT
CLM011A1-6308-009269,ISUZU,DMAX
CLM011A1-6308-009273,VOLVO,XC60
CLM0112A-6309-000901,MAZDA,3
CLM011A1-6308-009287,ISUZU,MU-7
CLM0112A-6309-000915,ISUZU,DMAX
CLM011A1-6308-009291,CHEVROLET,CAPTIVA
CLM011A1-6308-009302,FOMM,Concept One
CLM0112A-6309-000929,KIA,-
CLM0112A-6309-000933,NISSAN,TIIDA 1.8
CLM011A1-6308-009316,CHEVROLET,SONIC
CLM011A1-6308-009320,ISUZU,DMAX 1.9
CLM0112A-6309-000947,TOYOTA,VIGO
CLM0112A-6309-000951,FORD,RANGER
CLM011A1-6308-009334,FORD,RANGER
CLM0112A-6309-000965,ISUZU,CAB4 3.0
CLM011A1-6308-009348,HONDA,CITY
CLM011A1-6308-009352,ISUZU,MU-7
CLM0112A-6309-000979,TOYOTA,YARIS 1.5S A LTD
CLM0112A-6309-000983,TOYOTA,CAMRY 2.4
CLM011A1-6308-009366,ISUZU,DMAX
CLM011A1-6308-009370,ISUZU,DMAX
CLM0112A-6309-000997,MERCEDES-BENZ,E200
CLM0112A-6309-001000,TOYOTA,VIOS
CLM011A1-6308-009384,ISUZU,DMAX
CLM0112A-6309-001014,NISSAN,TEANA
CLM011A1-6308-009398,ISUZU,DMAX
CLM0112A-6309-001028,TOYOTA,VIGO
CLM0112A-6309-001032,TOYOTA,CAMRY
CLM011A1-6308-009409,TOYOTA,YARIS
CLM011A1-6308-009413,NISSAN,ALMERA
CLM0112A-6309-001046,MAZDA,TRIBUTE
CLM0112A-6309-001050,VOLVO,940 GLE
CLM011A1-6308-009427,CHEVROLET,COLORADO S-CAB
CLM011A1-6308-009431,HONDA,MOBILIO
CLM0112A-6309-001064,ISUZU,DMAX
CLM011A1-6308-009445,MAZDA,2
CLM0112A-6309-001078,TOYOTA,ALTIS
CLM0112A-6309-001082,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6308-009459,ISUZU,DMAX
CLM011A1-6308-009463,TOYOTA,VIGO
CLM0112A-6309-001096,TOYOTA,VIGO
CLM011A1-6308-009477,HONDA,CITY
CLM011A1-6308-009481,MITSUBISHI,TRITON MEGA CAB
CLM0112A-6309-001107,TOYOTA,ALTIS
CLM0112A-6309-001111,MAZDA,2
CLM011A1-6308-009495,ISUZU,DMAX
CLM0112A-6309-001125,NISSAN,ALMERA
CLM011A1-6308-009506,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6308-009510,ISUZU,DMAX
CLM0112A-6309-001139,TOYOTA,VIOS
CLM0112A-6309-001143,HONDA,CIVIC
CLM011A1-6308-009524,ISUZU,DMAX
CLM0112A-6309-001157,PROTON,SAGA
CLM0112A-6309-001161,SUZUKI,SWIFT
CLM011A1-6308-009538,HONDA,CITY
CLM011A1-6308-009542,ISUZU,DMAX
CLM0112A-6309-001175,CHEVROLET,COLORADO X-CAB
CLM011A1-6308-009556,HONDA,CIVIC
CLM011A1-6308-009560,HONDA,JAZZ
CLM0112A-6309-001189,ISUZU,DMAX
CLM0112A-6309-001193,TOYOTA,HILUX Diesel
CLM011A1-6308-009574,FORD,RANGER
CLM0112A-6309-001204,TOYOTA,ALTIS
CLM011A1-6308-009588,MITSUBISHI,MIRAGE
CLM011A1-6308-009592,ISUZU,DMAX
CLM0112A-6309-001218,TOYOTA,YARIS 1.5E A
CLM0112A-6309-001222,TOYOTA,SOLUNA
CLM011A1-6308-009603,ISUZU,DMAX
CLM0112A-6309-001236,TOYOTA,VIOS
CLM0112A-6309-001240,SUZUKI,SWIFT
CLM011A1-6308-009617,MAZDA,FIGHTER 2500
CLM011A1-6308-009621,MAZDA,3
CLM0112A-6309-001254,ISUZU,DMAX
CLM011A1-6308-009635,TOYOTA,FORTUNER
CLM0112A-6309-001268,ISUZU,DMAX
CLM0112A-6309-001272,MAZDA,2
CLM011A1-6308-009649,ISUZU,CAB4 2.5
CLM011A1-6308-009653,MAZDA,BT-50 3000
CLM0112A-6309-001286,TOYOTA,SOLUNA
CLM0112A-6309-001290,TOYOTA,YARIS
CLM011A1-6308-009667,NISSAN,SYLPHY
CLM011A1-6308-009671,ISUZU,DMAX
CLM0112A-6309-001301,TOYOTA,VIGO DOUBLE CAB
CLM011A1-6308-009685,MITSUBISHI,TRITON MEGA CAB
CLM0112A-6309-001315,TOYOTA,VIOS
CLM011A1-6308-009699,HONDA,CITY
CLM011A1-6308-009700,TOYOTA,CAMRY
CLM0112A-6309-001329,TOYOTA,VIOS
CLM0112A-6309-001333,TOYOTA,FORTUNER
CLM011A1-6308-009714,ISUZU,DMAX
CLM0112A-6309-001347,NISSAN,NAVARA
CLM0112A-6309-001351,TOYOTA,VIOS
CLM011A1-6308-009728,ISUZU,DMAX
CLM011A1-6308-009732,ISUZU,DMAX
CLM0112A-6309-001365,SUZUKI,SWIFT
CLM011A1-6308-009746,ISUZU,DMAX
CLM011A1-6308-009750,TOYOTA,VIOS
CLM0112A-6309-001379,TOYOTA,VIGO
CLM0112A-6309-001383,TOYOTA,REVO
CLM011A1-6308-009764,HONDA,CITY LXI
CLM0112A-6309-001397,TOYOTA,VIGO
CLM011A1-6308-009778,TOYOTA,VIGO
CLM011A1-6308-009782,ISUZU,DMAX
CLM0112A-6309-001408,HONDA,CIVIC VTEC
CLM0112A-6309-001412,SUZUKI,SWIFT
CLM011A1-6308-009796,ISUZU,DMAX
CLM0112A-6309-001426,MAZDA,2
CLM0112A-6309-001430,MITSUBISHI,PAJERO SPORT
CLM011A1-6308-009807,ISUZU,DMAX
CLM011A1-6308-009811,TOYOTA,COMMUTER
CLM0112A-6309-001444,ISUZU,DMAX HI-LANDER
CLM011A1-6308-009825,HONDA,CITY
CLM0112A-6309-001458,HONDA,JAZZ
CLM0112A-6309-001462,TOYOTA,VIGO
CLM011A1-6308-009839,MITSUBISHI,PAJERO SPORT
CLM011A1-6308-009843,ISUZU,DMAX HI-LANDER
CLM0112A-6309-001476,TOYOTA,REVO
CLM0112A-6309-001480,ISUZU,FASTER Z
CLM011A1-6308-009857,TOYOTA,ALTIS
CLM011A1-6308-009861,ISUZU,DMAX
CLM0112A-6309-001494,MITSUBISHI,NEW LANCER1.8SEI/AT
CLM011A1-6308-009875,TOYOTA,YARIS 1.5S A LTD
CLM0112A-6309-001505,HONDA,CIVIC
CLM011A1-6308-009889,ISUZU,DMAX
CLM011A1-6308-009893,TOYOTA,FORTUNER
CLM0112A-6309-001519,TOYOTA,REVO
CLM0112A-6309-001523,TOYOTA,CAMRY
CLM011A1-6308-009904,ISUZU,DMAX
CLM0112A-6309-001537,NISSAN,MARCH
CLM0112A-6309-001541,HONDA,CIVIC
CLM011A1-6308-009918,ISUZU,DMAX
CLM011A1-6308-009922,ISUZU,DMAX
CLM0112A-6309-001555,HONDA,CIVIC 1.8 S
CLM011A1-6308-009936,ISUZU,DMAX 1.9
CLM011A1-6308-009940,ISUZU,DMAX
CLM0112A-6309-001569,TOYOTA,ALTIS
CLM0112A-6309-001573,MAZDA,CX-3
CLM011A1-6308-009954,ISUZU,DMAX
CLM0112A-6309-001587,MITSUBISHI,MIRAGE
CLM0112A-6309-001591,HONDA,CIVIC EX/ AT.
CLM011A1-6308-009968,TOYOTA,VIGO
CLM011A1-6308-009972,ISUZU,DMAX
CLM0112A-6309-001602,TOYOTA,CAMRY 2.0
CLM011A1-6308-009986,CHEVROLET,CAPTIVA
CLM011A1-6308-009990,SUZUKI,SWIFT
CLM0112A-6309-001616,TOYOTA,COROLLA
CLM0112A-6309-001620,TOYOTA,AVANZA
CLM011A1-6308-010006,ISUZU,MU-X
CLM0112A-6309-001634,HONDA,JAZZ
CLM011A1-6308-010010,ISUZU,DMAX
CLM0112A-6309-001648,CHEVROLET,COLORADO C-CAB
CLM011A1-6308-010024,MAZDA,BT-50 CAB4 2500
CLM0112A-6309-001652,MITSUBISHI,MIRAGE
CLM011A1-6308-010038,ISUZU,DMAX
CLM0112A-6309-001666,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-010042,ISUZU,DMAX
CLM0112A-6309-001670,MAZDA,2
CLM011A1-6308-010056,ISUZU,DMAX
CLM0112A-6309-001684,HONDA,CITY
CLM011A1-6308-010060,ISUZU,DMAX
CLM0112A-6309-001698,TOYOTA,COROLLA
CLM011A1-6308-010074,TOYOTA,FORTUNER
CLM0112A-6309-001709,ISUZU,DMAX
CLM0112A-6309-001713,ISUZU,DMAX
CLM011A1-6308-010088,ISUZU,DMAX
CLM011A1-6308-010092,ISUZU,DMAX
CLM0112A-6309-001727,TOYOTA,VIGO
CLM011A1-6308-010103,TOYOTA,VIGO DOUBLE CAB
CLM0112A-6309-001731,MAZDA,FIGHTER 2500
CLM011A1-6308-010117,MAZDA,2
CLM0112A-6309-001745,HONDA,CITY
CLM011A1-6308-010121,MITSUBISHI,PAJERO SPORT
CLM0112A-6309-001759,TOYOTA,VIOS
CLM011A1-6308-010135,ISUZU,DMAX
CLM0112A-6309-001763,TOYOTA,COROLLA
CLM011A1-6308-010149,ISUZU,DMAX
CLM0112A-6309-001777,TOYOTA,VIOS
CLM011A1-6308-010153,ISUZU,DMAX
CLM0112A-6309-001781,ISUZU,DMAX
CLM011A1-6308-010167,TOYOTA,COMMUTER
CLM0112A-6309-001795,MERCEDES-BENZ,E240
CLM011A1-6308-010171,TOYOTA,VIGO
CLM0112A-6309-001806,HONDA,CIVIC LX-S
CLM0112A-6309-001810,NISSAN,SUNNY
CLM011A1-6308-010185,HONDA,CITY
CLM0112A-6309-001824,TOYOTA,FORTUNER
CLM011A1-6308-010199,TOYOTA,CAMRY HYBRID
CLM011A1-6308-010200,TOYOTA,ALTIS
CLM0112A-6309-001838,MERCEDES-BENZ,E280
CLM011A1-6308-010214,FORD,RANGER
CLM0112A-6309-001842,MITSUBISHI,ATTRAGE
CLM011A1-6308-010228,MAZDA,3
CLM0112A-6309-001856,TOYOTA,SOLUNA 1.5 XLI
CLM011A1-6308-010232,TOYOTA,FORTUNER
CLM0112A-6309-001860,TOYOTA,VIOS
CLM011A1-6308-010246,HONDA,CIVIC
CLM0112A-6309-001874,MERCEDES-BENZ,E240
CLM011A1-6308-010250,HONDA,CITY
CLM0112A-6309-001888,SUZUKI,SWIFT
CLM011A1-6308-010264,ISUZU,DMAX
CLM0112A-6309-001892,HONDA,CIVIC
CLM011A1-6308-010278,TOYOTA,REVO
CLM0112A-6309-001903,NISSAN,NAVARA
CLM011A1-6308-010282,HONDA,HR-V
CLM0112A-6309-001917,HONDA,CIVIC
CLM0112A-6309-001921,TOYOTA,MIGHTY X2.5
CLM011A1-6308-010296,MITSUBISHI,TRITON SINGLECAB
CLM011A1-6308-010307,ISUZU,DMAX
CLM0112A-6309-001935,MITSUBISHI,PAJERO SPORT
CLM011A1-6308-010311,ISUZU,DMAX
CLM0112A-6309-001949,TOYOTA,COROLLA
CLM011A1-6308-010325,ISUZU,DMAX
CLM0112A-6309-001953,HONDA,JAZZ
CLM011A1-6308-010339,NISSAN,ALMERA
CLM0112A-6309-001967,TOYOTA,VIGO
CLM011A1-6308-010343,ISUZU,DMAX
CLM0112A-6309-001971,TOYOTA,VIGO
CLM011A1-6308-010357,TOYOTA,FORTUNER
CLM0112A-6309-001985,TOYOTA,VIGO
CLM011A1-6308-010361,MERCEDES-BENZ,C350
CLM0112A-6309-001999,TOYOTA,VIGO Extra Cab
CLM011A1-6308-010375,ISUZU,DMAX
CLM0112A-6309-002002,TOYOTA,YARIS 1.5E A
CLM011A1-6308-010389,ISUZU,DMAX
CLM0112A-6309-002016,HONDA,CITY
CLM011A1-6308-010393,ISUZU,DMAX
CLM0112A-6309-002020,TOYOTA,VIOS
CLM011A1-6308-010404,NISSAN,NOTE
CLM0112A-6309-002034,B.M.W.,318iA
CLM011A1-6308-010418,TOYOTA,VIOS
CLM011A1-6308-010422,FORD,ECOSPORT
CLM0112A-6309-002048,TOYOTA,ALTIS
CLM0112A-6309-002052,TOYOTA,COROLLA
CLM011A1-6308-010436,HONDA,CITY
CLM011A1-6308-010440,ISUZU,MU-X
CLM0112A-6309-002066,SUZUKI,SPORTY CARIBIAN
CLM0112A-6309-002070,TOYOTA,YARIS
CLM011A1-6308-010454,ISUZU,DMAX
CLM0112A-6309-002084,TOYOTA,COROLLA
CLM011A1-6308-010468,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-010472,CHEVROLET,COLORADO X-CAB
CLM0112A-6309-002098,TOYOTA,ALTIS
CLM0112A-6309-002109,NISSAN,SUNNY
CLM011A1-6308-010486,FORD,RANGER
CLM0112A-6309-002113,ISUZU,FTR 33
CLM011A1-6308-010490,TOYOTA,VIGO
CLM011A1-6308-010501,TOYOTA,REVO SMART CAB
CLM0112A-6309-002127,TOYOTA,SOLUNA
CLM0112A-6309-002131,TOYOTA,SOLUNA
CLM011A1-6308-010515,TOYOTA,CAMRY 2.0
CLM0112A-6309-002145,TOYOTA,SOLUNA
CLM011A1-6308-010529,FORD,ECOSPORT
CLM011A1-6308-010533,ISUZU,DMAX
CLM0112A-6309-002159,TOYOTA,COROLLA
CLM0112A-6309-002163,TOYOTA,VIGO
CLM011A1-6308-010547,HONDA,CITY
CLM011A1-6308-010551,HONDA,HR-V
CLM0112A-6309-002177,HONDA,CIVIC
CLM0112A-6309-002181,TOYOTA,YARIS
CLM011A1-6308-010565,ISUZU,CAB4 3.0
CLM0112A-6309-002195,TOYOTA,INNOVA
CLM011A1-6308-010579,ISUZU,MU-X
CLM0112A-6309-002206,HONDA,CITY
CLM011A1-6308-010583,ISUZU,DMAX
CLM0112A-6309-002210,HONDA,ACCORD
CLM011A1-6308-010597,ISUZU,DMAX
CLM0112A-6309-002224,MERCEDES-BENZ,S280/AT
CLM011A1-6308-010608,TOYOTA,REVO SMART CAB
CLM011A1-6308-010612,ISUZU,DMAX
CLM0112A-6309-002238,HONDA,JAZZ
CLM0112A-6309-002242,TOYOTA,CAMRY 2.0
CLM011A1-6308-010626,ISUZU,CAB4 3.0
CLM011A1-6308-010630,MITSUBISHI,TRITON DOUBLE CAB
CLM0112A-6309-002256,TOYOTA,VIGO DOUBLE CAB
CLM0112A-6309-002260,HONDA,CIVIC
CLM011A1-6308-010644,ISUZU,DMAX
CLM0112A-6309-002274,HONDA,HR-V
CLM011A1-6308-010658,ISUZU,MU-7
CLM011A1-6308-010662,MAZDA,BT-50
CLM0112A-6309-002288,TOYOTA,COROLLA
CLM0112A-6309-002292,TOYOTA,CAMRY 2.0
CLM011A1-6308-010676,ISUZU,DMAX
CLM0112A-6309-002303,NISSAN,ALMERA
CLM011A1-6308-010680,ISUZU,DMAX
CLM0112A-6309-002317,CHEVROLET,COLORADO S-CAB
CLM011A1-6308-010694,TOYOTA,COMMUTER
CLM0112A-6309-002321,TOYOTA,VIOS
CLM011A1-6308-010705,MITSUBISHI,TRITON MEGA CAB
CLM0112A-6309-002335,SUBARU,XV
CLM011A1-6308-010719,ISUZU,DMAX
CLM011A1-6308-010723,FORD,EVEREST
CLM0112A-6309-002349,TOYOTA,CORONA EXSIOR 1.6 GXI AT
CLM0112A-6309-002353,NISSAN,TIIDA 1.8
CLM011A1-6308-010737,TOYOTA,VIGO Smart Cab
CLM011A1-6308-010741,CHEVROLET,COLORADO X-CAB
CLM0112A-6309-002367,TOYOTA,SOLUNA
CLM0112A-6309-002371,TOYOTA,VIOS
CLM011A1-6308-010755,MITSUBISHI,TRITON MEGA CAB
CLM0112A-6309-002385,MAZDA,CX-3
CLM011A1-6308-010769,ISUZU,DMAX
CLM011A1-6308-010773,ISUZU,DMAX
CLM0112A-6309-002399,TOYOTA,VIGO
CLM0112A-6309-002400,HONDA,CITY
CLM011A1-6308-010787,HONDA,HR-V
CLM0112A-6309-002414,TOYOTA,VIOS
CLM011A1-6308-010791,ISUZU,MU-X
CLM011A1-6308-010802,ISUZU,DMAX
CLM0112A-6309-002428,ISUZU,DRAGON EYE
CLM0112A-6309-002432,HONDA,HR-V
CLM011A1-6308-010816,ISUZU,DMAX
CLM011A1-6308-010820,ISUZU,DMAX 1.9
CLM0112A-6309-002446,MITSUBISHI,TRITON MEGA CAB
CLM0112A-6309-002450,HONDA,CR-V
CLM011A1-6308-010834,ISUZU,DMAX
CLM0112A-6309-002464,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-010848,MITSUBISHI,MIRAGE
CLM011A1-6308-010852,ISUZU,DMAX
CLM0112A-6309-002478,TOYOTA,YARIS
CLM0112A-6309-002482,JAGUAR,S-TYPE
CLM011A1-6308-010866,ISUZU,DMAX
CLM011A1-6308-010870,ISUZU,DMAX
CLM0112A-6309-002496,HONDA,CITY
CLM0112A-6309-002507,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-010884,ISUZU,DMAX
CLM0112A-6309-002511,TOYOTA,COROLLA
CLM011A1-6308-010898,ISUZU,DMAX
CLM0112A-6309-002525,MERCEDES-BENZ,E220
CLM011A1-6308-010909,ISUZU,MU-X
CLM011A1-6308-010913,HONDA,CIVIC
CLM0112A-6309-002539,MERCEDES-BENZ,S500L
CLM0112A-6309-002543,ISUZU,DMAX
CLM011A1-6308-010927,ISUZU,DMAX
CLM011A1-6308-010931,ISUZU,DMAX
CLM0112A-6309-002557,TOYOTA,VIGO
CLM0112A-6309-002561,HONDA,CIVIC
CLM011A1-6308-010945,TOYOTA,ALTIS
CLM0112A-6309-002575,FORD,FOCUS
CLM011A1-6308-010959,HONDA,CIVIC EXI/ AT.
CLM011A1-6308-010963,ISUZU,DMAX
CLM0112A-6309-002589,TOYOTA,CAMRY 2.0
CLM0112A-6309-002593,HONDA,CITY
CLM011A1-6308-010977,HONDA,JAZZ
CLM0112A-6309-002604,TOYOTA,COROLLA
CLM011A1-6308-010981,TOYOTA,CAMRY 2.4
CLM0112A-6309-002618,ISUZU,DRAGON EYE
CLM011A1-6308-010995,TOYOTA,INNOVA
CLM0112A-6309-002622,TOYOTA,FORTUNER
CLM011A1-6308-011008,ISUZU,DMAX
CLM0112A-6309-002636,TOYOTA,VIGO
CLM011A1-6308-011012,SUZUKI,SWIFT
CLM011A1-6308-011026,ISUZU,DMAX
CLM0112A-6309-002654,MAZDA,2
CLM011A1-6308-011030,TOYOTA,ALTIS
CLM0112A-6309-002668,HONDA,JAZZ
CLM011A1-6308-011044,ISUZU,DMAX
CLM0112A-6309-002672,B.M.W.,730Li
CLM011A1-6308-011058,TOYOTA,YARIS
CLM0112A-6309-002686,HONDA,BRIO
CLM011A1-6308-011062,TOYOTA,FORTUNER
CLM0112A-6309-002690,TOYOTA,CAMRY 2.0
CLM011A1-6308-011076,ISUZU,DMAX
CLM0112A-6309-002701,TOYOTA,ALTIS
CLM011A1-6308-011080,ISUZU,MU-X
CLM0112A-6309-002715,TOYOTA,VIGO
CLM011A1-6308-011094,ISUZU,DMAX
CLM0112A-6309-002729,TOYOTA,SOLUNA
CLM011A1-6308-011105,ISUZU,DMAX
CLM0112A-6309-002733,NISSAN,ALMERA
CLM011A1-6308-011119,FORD,RANGER
CLM0112A-6309-002747,HONDA,CR-V
CLM011A1-6308-011123,MITSUBISHI,PAJERO
CLM0112A-6309-002751,MAZDA,CX-5
CLM011A1-6308-011137,TOYOTA,FORTUNER
CLM0112A-6309-002765,TOYOTA,RAV4 ABS 2.0
CLM011A1-6308-011141,ISUZU,DMAX
CLM0112A-6309-002779,TOYOTA,CAMRY
CLM011A1-6308-011155,ISUZU,DMAX 1.9
CLM0112A-6309-002783,TOYOTA,ALTIS
CLM011A1-6308-011169,MERCEDES-BENZ,CLS 250 CDI
CLM0112A-6309-002797,FORD,EVEREST
CLM011A1-6308-011173,HONDA,CIVIC
CLM0112A-6309-002808,ISUZU,FTR 33
CLM0112A-6309-002812,MITSUBISHI,STRADA ECONOMY
CLM011A1-6308-011187,HONDA,CITY
CLM011A1-6308-011191,TOYOTA,ALTIS
CLM0112A-6309-002826,MERCEDES-BENZ,C220 ELEGANCE
CLM011A1-6308-011202,ISUZU,DMAX
CLM0112A-6309-002830,TOYOTA,VIOS
CLM011A1-6308-011216,ISUZU,DMAX
CLM0112A-6309-002844,TOYOTA,VIOS
CLM011A1-6308-011220,ISUZU,DMAX HI-LANDER
CLM0112A-6309-002858,SUZUKI,VITARA
CLM011A1-6308-011234,ISUZU,DMAX
CLM0112A-6309-002862,TOYOTA,VIOS
CLM011A1-6308-011248,ISUZU,DMAX HI-LANDER
CLM0112A-6309-002876,TOYOTA,VIOS
CLM011A1-6308-011252,ISUZU,DMAX
CLM0112A-6309-002880,TOYOTA,VIOS
CLM011A1-6308-011266,ISUZU,DMAX
CLM0112A-6309-002894,ISUZU,MU-7
CLM011A1-6308-011270,SUZUKI,SWIFT
CLM0112A-6309-002905,HONDA,ACCORD EX 2.2/AT
CLM011A1-6308-011284,CHEVROLET,COLORADO X-CAB
CLM0112A-6309-002919,TOYOTA,SOLUNA 1.5 XLI
CLM011A1-6308-011298,ISUZU,DMAX
CLM0112A-6309-002923,HONDA,ACCORD
CLM011A1-6308-011309,ISUZU,MU-X
CLM0112A-6309-002937,HONDA,CIVIC
CLM011A1-6308-011313,NISSAN,ALMERA
CLM0112A-6309-002941,ISUZU,DRAGON EYE
CLM011A1-6308-011327,ISUZU,DMAX
CLM0112A-6309-002955,TOYOTA,VIOS
CLM011A1-6308-011331,NISSAN,ALMERA
CLM0112A-6309-002969,MERCEDES-BENZ,E220
CLM011A1-6308-011345,ISUZU,DMAX
CLM0112A-6309-002973,TOYOTA,CAMRY 2.0
CLM011A1-6308-011359,TOYOTA,COMMUTER
CLM0112A-6309-002987,MITSUBISHI,PAJERO
CLM011A1-6308-011363,TOYOTA,VIOS
CLM0112A-6309-002991,TOYOTA,AVANZA
CLM011A1-6308-011377,TOYOTA,ALTIS
CLM0112A-6309-003004,TOYOTA,ALTIS
CLM011A1-6308-011381,NISSAN,NOTE
CLM0112A-6309-003018,ISUZU,DMAX
CLM011A1-6308-011395,TOYOTA,COMMUTER
CLM0112A-6309-003022,HONDA,CIVIC
CLM011A1-6308-011406,MAZDA,CX-3
CLM011A1-6308-011410,TOYOTA,SOLUNA
CLM0112A-6309-003036,FORD,RANGER
CLM0112A-6309-003040,TOYOTA,CAMRY
CLM011A1-6308-011424,TOYOTA,FORTUNER
CLM0112A-6309-003054,TOYOTA,COROLLA
CLM0112N-6302-000016,TOYOTA,CAMRY
CLM011A1-6308-011438,TOYOTA,FORTUNER
CLM0112N-6302-000020,HONDA,CIVIC
CLM011A1-6308-011442,ISUZU,DMAX
CLM0112A-6309-003068,MERCEDES-BENZ,S280
CLM0112A-6309-003072,B.M.W.,X5
CLM0112N-6302-000034,MERCEDES-BENZ,E220
CLM011A1-6308-011456,ISUZU,DMAX
CLM011A1-6308-011460,FORD,ECOSPORT
CLM0112A-6309-003086,SUZUKI,SWIFT
CLM0112A-6309-003090,TOYOTA,CORONA
CLM0112N-6302-000048,FORD,RANGER
CLM0112N-6302-000052,MAZDA,CX-5
CLM011A1-6308-011474,ISUZU,DMAX
CLM0112A-6309-003101,TOYOTA,ALTIS
CLM0112N-6302-000066,TOYOTA,VIGO
CLM011A1-6308-011488,ISUZU,DMAX
CLM0112A-6309-003115,TOYOTA,YARIS
CLM0112N-6302-000070,CHRYSLER,JEEP CHEROKEE/AT
CLM011A1-6308-011492,ISUZU,DMAX HI-LANDER
CLM011A1-6308-011503,ISUZU,DMAX
CLM0112A-6309-003129,MITSUBISHI,GRANDIS 2.5
CLM0112N-6302-000084,TOYOTA,VIOS
CLM0112A-6309-003133,TOYOTA,COROLLA
CLM011A1-6308-011517,ISUZU,DMAX
CLM0112N-6302-000098,HONDA,JAZZ
CLM011A1-6308-011521,ISUZU,DMAX
CLM0112A-6309-003147,ISUZU,DMAX
CLM0112A-6309-003151,TOYOTA,VIOS
CLM0112N-6302-000109,SUZUKI,SWIFT
CLM011A1-6308-011535,TOYOTA,VIOS
CLM0112N-6302-000113,PEUGEOT,308
CLM0112A-6309-003165,TOYOTA,COROLLA
CLM0112N-6302-000127,TOYOTA,FOURRUNNER
CLM011A1-6308-011549,HONDA,BRIO
CLM0112N-6302-000131,HONDA,CIVIC
CLM011A1-6308-011553,ISUZU,DMAX HI-LANDER
CLM0112A-6309-003179,HONDA,CITY
CLM0112A-6309-003183,TOYOTA,VIOS
CLM0112N-6302-000145,B.M.W.,525i
CLM011A1-6308-011567,ISUZU,DMAX
CLM011A1-6308-011571,ISUZU,DMAX
CLM0112A-6309-003197,FORD,RANGER
CLM0112N-6302-000159,MERCEDES-BENZ,C200
CLM0112A-6309-003208,HONDA,CITY
CLM0112N-6302-000163,FORD,RANGER
CLM011A1-6308-011585,ISUZU,DMAX
CLM0112A-6309-003212,MITSUBISHI,PAJERO SPORT
CLM011A1-6308-011599,ISUZU,DMAX
CLM0112N-6302-000177,ISUZU,DMAX
CLM011A1-6308-011600,TOYOTA,ALTIS
CLM0112A-6309-003226,HONDA,STEP WAGON
CLM0112N-6302-000181,MERCEDES-BENZ,E200K ELEGANCE
CLM0112A-6309-003230,HONDA,JAZZ
CLM011A1-6308-011614,TOYOTA,VIOS
CLM0112N-6302-000195,HONDA,CITY
CLM0112A-6309-003244,TOYOTA,VIOS 1.5 E 4DOORS
CLM0112N-6302-000206,NISSAN,TEANA
CLM011A1-6308-011628,FORD,EVEREST
CLM011A1-6308-011632,TOYOTA,YARIS
CLM0112A-6309-003258,NISSAN,TEANA
CLM0112A-6309-003262,TOYOTA,CORONA
CLM011A1-6308-011646,MAZDA,BT-50 2200
CLM0112N-6302-000224,TOYOTA,VIGO
CLM011A1-6308-011650,ISUZU,DMAX
CLM0112A-6309-003276,HONDA,CIVIC
CLM0112A-6309-003280,TOYOTA,VIOS
CLM0112N-6302-000238,NISSAN,FRONTIER
CLM0112N-6302-000242,HONDA,CIVIC 1.8 E
CLM0112A-6309-003294,TOYOTA,YARIS
CLM0112N-6302-000256,HONDA,CIVIC
CLM011A1-6308-011678,MAZDA,2
CLM0112A-6309-003305,ISUZU,DMAX
CLM0112N-6302-000260,HONDA,CR-V
CLM011A1-6308-011682,NISSAN,FRONTIER
CLM0112A-6309-003319,NISSAN,NAVARA
CLM011A1-6308-011696,HONDA,CITY
CLM0112A-6309-003323,HONDA,STREAM
CLM011A1-6308-011707,TOYOTA,YARIS
CLM0112N-6302-000288,NISSAN,MARCH
CLM011A1-6308-011711,HONDA,CITY
CLM0112A-6309-003337,NISSAN,ALMERA
CLM0112N-6302-000292,TOYOTA,VIGO Smart Cab
CLM0112A-6309-003341,HONDA,CIVIC
CLM0112N-6302-000303,ISUZU,DMAX
CLM011A1-6308-011725,MITSUBISHI,ATTRAGE
CLM0112A-6309-003355,VOLVO,S80 2.3T
CLM0112N-6302-000317,TOYOTA,SOLUNA
CLM011A1-6308-011739,ISUZU,DMAX
CLM0112N-6302-000321,NISSAN,TERRANO
CLM011A1-6308-011743,ISUZU,DMAX
CLM0112A-6309-003369,HONDA,JAZZ
CLM0112A-6309-003373,ISUZU,DMAX
CLM0112N-6302-000335,ISUZU,DMAX HI-LANDER
CLM011A1-6308-011757,TOYOTA,VIGO DOUBLE CAB
CLM011A1-6308-011761,ISUZU,DMAX
CLM0112A-6309-003387,MITSUBISHI,MIRAGE
CLM0112A-6309-003391,B.M.W.,520iA
