ClaimNbr,CarBrandCode,CarModel
CLM0112N-6302-000349,MAZDA,2
CLM011A1-6308-011775,TOYOTA,YARIS 1.5S A LTD
CLM0112N-6302-000353,NISSAN,SUNNY NEO
CLM0112A-6309-003402,HONDA,CITY EXI
CLM011A1-6308-011789,FORD,FOCUS
CLM0112N-6302-000367,MITSUBISHI,LANCER
CLM0112A-6309-003416,ISUZU,DMAX
CLM0112N-6302-000371,TOYOTA,SOLUNA
CLM011A1-6308-011793,HONDA,CITY
CLM0112A-6309-003420,TOYOTA,FORTUNER
CLM011A1-6308-011804,ISUZU,DMAX
CLM0112N-6302-000385,FORD,ECOSPORT
CLM0112A-6309-003434,TOYOTA,YARIS
CLM011A1-6308-011818,MITSUBISHI,TRITON MEGA CAB
CLM0112N-6302-000399,TOYOTA,MR-S
CLM011A1-6308-011822,MAZDA,BT-50
CLM0112A-6309-003448,TOYOTA,ALTIS
CLM0112A-6309-003452,MITSUBISHI,TRITON DOUBLE CAB
CLM0112N-6302-000414,TOYOTA,VIGO
CLM011A1-6308-011836,CHEVROLET,CAPTIVA
CLM011A1-6308-011840,HONDA,CITY
CLM0112A-6309-003466,TOYOTA,VIOS
CLM0112A-6309-003470,ISUZU,MU-7
CLM0112N-6302-000428,MAZDA,BT-50 2500
CLM0112N-6302-000432,TOYOTA,AVANZA
CLM011A1-6308-011854,ISUZU,DMAX
CLM0112A-6309-003484,ISUZU,DMAX
CLM0112N-6302-000446,TOYOTA,VIGO
CLM011A1-6308-011868,ISUZU,DMAX
CLM0112N-6302-000450,VOLVO,960 3.0 AT
CLM011A1-6308-011872,CHEVROLET,COLORADO X-CAB
CLM0112A-6309-003498,MAZDA,LANTIS 1.8
CLM0112A-6309-003509,ISUZU,DMAX
CLM0112N-6302-000464,TOYOTA,HILUX Tiger2.4Standard
CLM011A1-6308-011886,ISUZU,DMAX HI-LANDER
CLM0112A-6309-003513,TOYOTA,ALTIS
CLM011A1-6308-011890,MAZDA,BT-50
CLM0112N-6302-000478,TOYOTA,VIGO
CLM011A1-6308-011901,TOYOTA,"CAMRY 2,500 CC"
CLM0112A-6309-003527,NISSAN,FRONTIER
CLM0112N-6302-000482,HONDA,CIVIC
CLM0112A-6309-003531,SUZUKI,SPORTY CARIBIAN
CLM011A1-6308-011915,ISUZU,DMAX
CLM0112N-6302-000496,TOYOTA,CORONA
CLM0112A-6309-003545,TOYOTA,SOLUNA
CLM011A1-6308-011929,ISUZU,DMAX
CLM0112N-6302-000511,TOYOTA,VIGO
CLM011A1-6308-011933,ISUZU,DMAX
CLM0112A-6309-003559,TOYOTA,REVO SMART CAB
CLM0112A-6309-003563,FORD,RANGER
CLM0112N-6302-000525,TOYOTA,VIOS
CLM011A1-6308-011947,MITSUBISHI,LANCER
CLM011A1-6308-011951,MITSUBISHI,MIRAGE
CLM0112A-6309-003577,TOYOTA,COROLLA SALOON1.6 SEG AT
CLM0112A-6309-003581,HONDA,JAZZ
CLM0112N-6302-000539,TOYOTA,VIOS
CLM0112N-6302-000543,B.M.W.,320i
CLM011A1-6308-011965,ISUZU,DMAX
CLM0112A-6309-003595,MITSUBISHI,TRITON DOUBLE CAB
CLM0112N-6302-000557,TOYOTA,VIGO
CLM011A1-6308-011979,ISUZU,DMAX
CLM0112A-6309-003606,TOYOTA,FORTUNER
CLM0112N-6302-000561,TOYOTA,CORONA 1.6 GL
CLM011A1-6308-011983,SUZUKI,SWIFT
CLM0112A-6309-003610,TOYOTA,YARIS
CLM0112N-6302-000575,ISUZU,DMAX
CLM011A1-6308-011997,ISUZU,DMAX
CLM0112A-6309-003624,HONDA,CIVIC LXI
CLM011A1-6308-012000,ISUZU,DMAX
CLM0112N-6302-000589,VOLVO,940 GL
CLM0112A-6309-003638,MG,3
CLM011A1-6308-012014,TOYOTA,VIOS
CLM0112N-6302-000593,MITSUBISHI,TRITON SINGLECAB
CLM0112A-6309-003642,TOYOTA,COROLLA
CLM0112N-6302-000604,TOYOTA,VIGO Smart Cab
CLM011A1-6308-012028,NISSAN,MARCH
CLM0112A-6309-003656,TOYOTA,YARIS
CLM011A1-6308-012032,TOYOTA,VIGO
CLM0112A-6309-003660,CHEVROLET,CAPTIVA
CLM0112N-6302-000618,ISUZU,TFR
CLM0112N-6302-000622,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6308-012046,ISUZU,SPARK EX
CLM0112A-6309-003674,HONDA,JAZZ
CLM011A1-6308-012050,ISUZU,DMAX
CLM0112N-6302-000636,MITSUBISHI,TRITON MEGA CAB
CLM0112N-6302-000640,TOYOTA,ALTIS
CLM0112A-6309-003688,HONDA,ACCORD
CLM011A1-6308-012064,MITSUBISHI,PAJERO
CLM0112A-6309-003692,TOYOTA,ALTIS
CLM0112N-6302-000654,VOLKSWAGEN,-
CLM011A1-6308-012078,MITSUBISHI,MIRAGE
CLM0112A-6309-003703,TOYOTA,INNOVA
CLM011A1-6308-012082,NISSAN,ALMERA
CLM0112N-6302-000668,HONDA,CR-V
CLM0112A-6309-003717,MITSUBISHI,LANCER
CLM0112N-6302-000672,MITSUBISHI,PICK UP
CLM011A1-6308-012096,HONDA,CITY
CLM0112A-6309-003721,TOYOTA,ALTIS
CLM011A1-6308-012107,ISUZU,DMAX
CLM0112N-6302-000686,HONDA,JAZZ
CLM0112A-6309-003735,HONDA,CITY
CLM011A1-6308-012111,NISSAN,NAVARA
CLM0112N-6302-000690,NISSAN,BIG M
CLM0112N-6302-000701,HONDA,ACCORD
CLM0112A-6309-003749,TOYOTA,VIGO
CLM011A1-6308-012125,MITSUBISHI,TRITON MEGA CAB
CLM0112A-6309-003753,TOYOTA,VIGO
CLM0112N-6302-000715,TOYOTA,REVO
CLM011A1-6308-012139,ISUZU,DMAX 1.9
CLM0112A-6309-003767,NISSAN,MARCH
CLM011A1-6308-012143,ISUZU,DMAX
CLM0112A-6309-003771,HONDA,JAZZ
CLM0112N-6302-000729,TOYOTA,CAMRY
CLM0112N-6302-000733,ISUZU,DMAX
CLM011A1-6308-012157,TOYOTA,VIOS
CLM0112A-6309-003785,CHEVROLET,COLORADO S-CAB
CLM011A1-6308-012161,ISUZU,DMAX
CLM0112N-6302-000747,HONDA,CITY
CLM0112N-6302-000751,ISUZU,DMAX
CLM0112A-6309-003799,NISSAN,MARCH
CLM011A1-6308-012175,TOYOTA,HILUX Tiger 3.0 Extra Cab GL 4WD
CLM0112A-6309-003800,TOYOTA,VIOS
CLM0112N-6302-000765,TOYOTA,COROLLA
CLM011A1-6308-012189,ISUZU,DMAX
CLM0112A-6309-003814,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-012193,MAZDA,2
CLM0112N-6302-000779,HONDA,CR-V
CLM0112A-6309-003828,NISSAN,ALMERA
CLM011A1-6308-012204,ISUZU,DMAX
CLM0112N-6302-000783,NISSAN,NAVARA
CLM0112A-6309-003832,MAZDA,2
CLM0112N-6302-000797,TOYOTA,VIGO
CLM0112A-6309-003846,TOYOTA,YARIS 1.5E A
CLM011A1-6308-012222,TOYOTA,C-HR
CLM0112A-6309-003850,HONDA,JAZZ
CLM0112N-6302-000808,TOYOTA,VIGO
CLM0112N-6302-000812,TOYOTA,VIOS
CLM011A1-6308-012236,ISUZU,DMAX
CLM0112A-6309-003864,ISUZU,MU-X
CLM011A1-6308-012240,NISSAN,NAVARA
CLM0112N-6302-000826,NISSAN,MARCH
CLM0112N-6302-000830,NISSAN,MARCH
CLM0112A-6309-003878,TOYOTA,VIOS
CLM011A1-6308-012254,HONDA,HR-V
CLM0112A-6309-003882,NISSAN,ALMERA
CLM0112N-6302-000844,NISSAN,JUKE
CLM011A1-6308-012268,MAZDA,BT-50 CAB4 2500
CLM0112A-6309-003896,TOYOTA,VIGO Smart Cab
CLM011A1-6308-012272,ISUZU,DMAX
CLM0112N-6302-000858,ISUZU,DMAX
CLM0112A-6309-003907,AUDI,100 2.0E
CLM0112N-6302-000862,SUBARU,FORESTER
CLM011A1-6308-012286,HONDA,HR-V
CLM0112A-6309-003911,TOYOTA,COROLLA
CLM011A1-6308-012290,ISUZU,DMAX
CLM0112N-6302-000876,HONDA,CR-V
CLM0112A-6309-003925,TOYOTA,COROLLA
CLM011A1-6308-012301,ISUZU,DMAX
CLM0112N-6302-000880,TOYOTA,VIGO
CLM0112A-6309-003939,MAZDA,2
CLM011A1-6308-012315,ISUZU,DMAX
CLM0112N-6302-000894,CHEVROLET,COLORADO S-CAB
CLM0112A-6309-003943,ISUZU,DMAX 1.9
CLM0112N-6302-000905,TOYOTA,VIGO
CLM011A1-6308-012329,ISUZU,DMAX
CLM0112A-6309-003957,MAZDA,CRONOS 626 AT 5D
CLM011A1-6308-012333,ISUZU,DMAX
CLM0112A-6309-003961,TOYOTA,INNOVA
CLM0112N-6302-000919,TOYOTA,MIGHTY X2.5
CLM0112N-6302-000923,TOYOTA,REVO
CLM011A1-6308-012347,ISUZU,DMAX
CLM0112A-6309-003975,NISSAN,CUBE
CLM011A1-6308-012351,TOYOTA,YARIS
CLM0112N-6302-000937,ISUZU,DMAX
CLM0112N-6302-000941,NISSAN,SUNNY
CLM0112A-6309-003989,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-012365,TOYOTA,SIENTA
CLM0112A-6309-003993,TOYOTA,YARIS
CLM0112N-6302-000955,HONDA,JAZZ HYBRID
CLM011A1-6308-012379,ISUZU,DMAX
CLM0112A-6309-004006,TOYOTA,YARIS
CLM011A1-6308-012383,MAZDA,BT-50
CLM0112A-6309-004010,TOYOTA,HILUX HERO
CLM0112N-6302-000969,CHEVROLET,COLORADO X-CAB
CLM0112N-6302-000973,ISUZU,DMAX
CLM011A1-6308-012397,ISUZU,DMAX
CLM0112A-6309-004024,CHEVROLET,AVEO
CLM011A1-6308-012408,MAZDA,2
CLM0112N-6302-000987,TOYOTA,ALTIS
CLM011A1-6308-012412,ISUZU,MU-X
CLM0112N-6302-000991,TOYOTA,REVO
CLM0112A-6309-004038,HONDA,CIVIC VTEC
CLM0112A-6309-004042,CHEVROLET,COLORADO S-CAB
CLM0112N-6302-001004,NISSAN,ALMERA
CLM011A1-6308-012426,TOYOTA,VIGO
CLM011A1-6308-012430,ISUZU,DMAX
CLM0112A-6309-004056,TOYOTA,VIGO
CLM0112A-6309-004060,HONDA,CIVIC
CLM0112N-6302-001018,MAZDA,2
CLM0112N-6302-001022,MAZDA,3
CLM011A1-6308-012444,MITSUBISHI,TRITON SINGLECAB
CLM0112A-6309-004074,HONDA,CITY
CLM0112N-6302-001036,ISUZU,MU-7
CLM011A1-6308-012458,MAZDA,2
CLM0112N-6302-001040,TOYOTA,CAMRY
CLM011A1-6308-012462,ISUZU,DMAX 1.9
CLM0112A-6309-004088,NISSAN,CUBE
CLM0112A-6309-004092,ISUZU,DMAX
CLM011A1-6308-012476,TOYOTA,PRIUS
CLM0112N-6302-001054,MITSUBISHI,MIRAGE
CLM0112A-6309-004103,TOYOTA,COROLLA
CLM011A1-6308-012480,ISUZU,SPARK EX
CLM0112N-6302-001068,NISSAN,CEFIRO
CLM0112A-6309-004117,HONDA,CIVIC
CLM0112N-6302-001072,ISUZU,DMAX
CLM011A1-6308-012494,ISUZU,DMAX
CLM0112A-6309-004121,TOYOTA,VIOS
CLM011A1-6308-012505,ISUZU,DMAX
CLM0112N-6302-001086,NISSAN,TIIDA 1.8
CLM0112A-6309-004135,ISUZU,DMAX
CLM0112N-6302-001090,TOYOTA,CAMRY
CLM011A1-6308-012519,TOYOTA,REVO
CLM0112N-6302-001101,ISUZU,DMAX
CLM011A1-6308-012523,ISUZU,DMAX
CLM0112A-6309-004149,TOYOTA,FORTUNER
CLM0112A-6309-004153,MAZDA,3
CLM0112N-6302-001115,TOYOTA,SOLUNA
CLM011A1-6308-012537,ISUZU,DMAX
CLM011A1-6308-012541,ISUZU,DMAX
CLM0112A-6309-004167,HONDA,CIVIC
CLM0112A-6309-004171,TOYOTA,ALTIS
CLM0112N-6302-001129,ISUZU,SPACECAB SX 2.5
CLM0112N-6302-001133,TOYOTA,COROLLA1.6GLI
CLM011A1-6308-012555,MITSUBISHI,TRITON SINGLECAB
CLM0112A-6309-004185,TOYOTA,VIGO Smart Cab
CLM0112N-6302-001147,MAZDA,2
CLM011A1-6308-012569,TOYOTA,TOYOPET
CLM0112N-6302-001151,ISUZU,PICKUP
CLM011A1-6308-012573,ISUZU,DMAX
CLM0112A-6309-004199,TOYOTA,SOLUNA
CLM0112A-6309-004200,ISUZU,DMAX
CLM0112N-6302-001165,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-012587,ISUZU,DMAX
CLM0112A-6309-004214,TOYOTA,INNOVA
CLM011A1-6308-012591,TOYOTA,YARIS
CLM0112N-6302-001179,TOYOTA,VIGO
CLM011A1-6308-012602,NISSAN,ALMERA
CLM0112A-6309-004228,HONDA,HR-V
CLM0112N-6302-001183,TOYOTA,HILUX Diesel
CLM0112A-6309-004232,HYUNDAI,TIBURON
CLM011A1-6308-012616,ISUZU,DMAX
CLM0112N-6302-001197,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-012620,HONDA,CR-V
CLM0112A-6309-004246,ISUZU,DMAX
CLM0112A-6309-004250,HONDA,ACCORD EXI 2.3
CLM0112N-6302-001208,NISSAN,NAVARA
CLM0112N-6302-001212,HONDA,ACCORD 2.4
CLM011A1-6308-012634,ISUZU,DMAX
CLM0112A-6309-004264,TOYOTA,VIOS
CLM0112N-6302-001226,TOYOTA,PRIUS
CLM011A1-6308-012648,MG,ZS
CLM0112N-6302-001230,MERCEDES-BENZ,E230 EL
CLM011A1-6308-012652,PORSCHE,CAYENNE
CLM0112A-6309-004278,TOYOTA,VIGO
CLM0112A-6309-004282,HONDA,ACCORD
CLM0112N-6302-001244,NISSAN,CEFIRO
CLM011A1-6308-012666,TOYOTA,VIGO
CLM011A1-6308-012670,ISUZU,DMAX
CLM0112N-6302-001258,MERCEDES-BENZ,C200 CGI
CLM0112A-6309-004307,NISSAN,SUNNY
CLM0112N-6302-001262,TOYOTA,VIOS
CLM011A1-6308-012684,MITSUBISHI,TRITON DOUBLE CAB
CLM0112A-6309-004311,TOYOTA,SOLUNA
CLM0112N-6302-001276,MERCEDES-BENZ,300E W124
CLM011A1-6308-012698,TOYOTA,FORTUNER
CLM0112A-6309-004325,TOYOTA,VIGO
CLM0112N-6302-001280,TOYOTA,SOLUNA
CLM011A1-6308-012709,HONDA,CITY
CLM011A1-6308-012713,TOYOTA,FORTUNER
CLM0112A-6309-004339,ISUZU,DMAX
CLM0112N-6302-001294,TOYOTA,VIGO
CLM0112A-6309-004343,TOYOTA,CAMRY
CLM0112N-6302-001305,TOYOTA,AVANZA
CLM011A1-6308-012727,ISUZU,MU-X
CLM011A1-6308-012731,ISUZU,DMAX
CLM0112A-6309-004357,TOYOTA,VIGO
CLM0112A-6309-004361,ISUZU,DMAX
CLM0112N-6302-001319,ISUZU,DMAX
CLM0112N-6302-001323,MAZDA,3
CLM011A1-6308-012745,TOYOTA,VIOS
CLM0112A-6309-004375,TOYOTA,VIOS
CLM0112N-6302-001337,MAZDA,2
CLM011A1-6308-012759,SUZUKI,SWIFT
CLM0112N-6302-001341,TOYOTA,VIGO
CLM011A1-6308-012763,ISUZU,SPARK EX
CLM0112A-6309-004389,ISUZU,TFR
CLM0112A-6309-004393,FORD,EVEREST
CLM0112N-6302-001355,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-012777,ISUZU,DMAX
CLM0112A-6309-004404,CHEVROLET,ZAFIRA
CLM0112N-6302-001369,TOYOTA,VIGO
CLM0112A-6309-004418,FORD,LASER TIERRA
CLM0112N-6302-001373,HONDA,CITY
CLM011A1-6308-012795,ISUZU,DMAX
CLM0112A-6309-004422,HONDA,CR-V
CLM011A1-6308-012806,ISUZU,DMAX
CLM0112N-6302-001387,HONDA,CIVIC
CLM011A1-6308-012810,MAZDA,2
CLM0112A-6309-004436,HONDA,CIVIC
CLM0112N-6302-001391,MAZDA,BT-50 2500
CLM0112A-6309-004440,HONDA,CR-V
CLM0112N-6302-001402,TOYOTA,VIGO
CLM011A1-6308-012824,ISUZU,DMAX
CLM0112A-6309-004454,CHEVROLET,AVEO
CLM011A1-6308-012838,TOYOTA,ALTIS
CLM0112N-6302-001416,TOYOTA,VIGO
CLM0112N-6302-001420,NISSAN,SUNNY NEO
CLM011A1-6308-012842,ISUZU,DMAX
CLM0112A-6309-004468,TOYOTA,VIOS
CLM0112A-6309-004472,TOYOTA,FORTUNER
CLM0112N-6302-001434,MERCEDES-BENZ,SLK200
CLM011A1-6308-012856,ISUZU,DMAX
CLM011A1-6308-012860,ISUZU,DMAX
CLM0112A-6309-004486,MITSUBISHI,LANCER
CLM0112A-6309-004490,FORD,RANGER
CLM0112N-6302-001448,ISUZU,DMAX
CLM0112N-6302-001452,HONDA,CIVIC
CLM011A1-6308-012874,ISUZU,DMAX
CLM011A1-6308-012888,ISUZU,DMAX
CLM0112N-6302-001466,ISUZU,DMAX
CLM0112A-6309-004515,NISSAN,NAVARA
CLM0112N-6302-001470,TOYOTA,REVO SMART CAB
CLM011A1-6308-012892,TOYOTA,YARIS
CLM011A1-6308-012903,ISUZU,DMAX
CLM0112A-6309-004529,NISSAN,MARCH
CLM0112N-6302-001484,TOYOTA,FORTUNER
CLM0112A-6309-004533,TOYOTA,CORONA EXSIOR 1.6 GXI AT
CLM011A1-6308-012917,ISUZU,CAB4 2.5
CLM0112N-6302-001498,HONDA,CIVIC
CLM011A1-6308-012921,MAZDA,BT-50
CLM0112A-6309-004547,TOYOTA,SOLUNA
CLM0112A-6309-004551,NISSAN,TIIDA 1.8
CLM0112N-6302-001509,CHEVROLET,ZAFIRA
CLM0112N-6302-001513,TOYOTA,REVO
CLM011A1-6308-012935,HONDA,CITY
CLM0112A-6309-004565,ISUZU,DMAX
CLM0112N-6302-001527,MAZDA,2
CLM011A1-6308-012949,MITSUBISHI,MIRAGE
CLM0112N-6302-001531,MG,3
CLM011A1-6308-012953,NISSAN,NAVARA
CLM0112A-6309-004579,ISUZU,DMAX
CLM0112A-6309-004583,TOYOTA,CORONA
CLM0112N-6302-001545,TOYOTA,SOLUNA
CLM011A1-6308-012967,ISUZU,DMAX
CLM011A1-6308-012971,ISUZU,DMAX
CLM0112A-6309-004597,HONDA,CITY
CLM0112N-6302-001559,ISUZU,DMAX
CLM0112A-6309-004608,TOYOTA,VIOS
CLM0112N-6302-001563,ISUZU,DMAX
CLM011A1-6308-012985,TOYOTA,VIOS
CLM0112A-6309-004612,TOYOTA,VIGO
CLM0112N-6302-001577,MITSUBISHI,STRADA MEGA CAB
CLM011A1-6308-012999,NISSAN,TEANA
CLM0112A-6309-004626,MITSUBISHI,MIRAGE
CLM011A1-6308-013002,ISUZU,DMAX
CLM0112N-6302-001581,TOYOTA,VIOS
CLM0112A-6309-004630,HONDA,JAZZ
CLM011A1-6308-013016,ISUZU,DMAX
CLM0112N-6302-001595,TOYOTA,CAMRY 2.4
CLM0112A-6309-004644,NISSAN,JUKE
CLM011A1-6308-013020,ISUZU,DMAX
CLM0112N-6302-001606,TOYOTA,CAMRY 2.4
CLM0112N-6302-001610,ISUZU,SPACECAB
CLM0112A-6309-004658,TOYOTA,VIOS
CLM011A1-6308-013034,ISUZU,DMAX
CLM0112A-6309-004662,TOYOTA,VIGO
CLM0112N-6302-001624,ISUZU,DMAX
CLM011A1-6308-013048,MAZDA,BT-50
CLM0112A-6309-004676,TOYOTA,ALTIS
CLM011A1-6308-013052,ISUZU,DMAX
CLM0112A-6309-004680,TOYOTA,VIGO DOUBLE CAB
CLM0112N-6302-001638,HONDA,CITY
CLM0112N-6302-001642,HONDA,JAZZ
CLM011A1-6308-013066,MG,3
CLM0112A-6309-004694,HONDA,CIVIC EXI/ AT.
CLM011A1-6308-013070,TOYOTA,FORTUNER
CLM0112N-6302-001656,CHEVROLET,COLORADO S-CAB
CLM0112A-6309-004705,TOYOTA,VIOS
CLM0112N-6302-001660,ISUZU,DMAX
CLM011A1-6308-013084,ISUZU,DMAX
CLM0112A-6309-004719,HONDA,CIVIC
CLM0112N-6302-001674,ISUZU,DMAX
CLM011A1-6308-013098,ISUZU,DMAX
CLM0112A-6309-004723,ISUZU,DMAX HI-LANDER
CLM011A1-6308-013109,NISSAN,ALMERA
CLM0112N-6302-001688,TOYOTA,COROLLA 1.5 DXI
CLM0112A-6309-004737,NISSAN,ALMERA
CLM011A1-6308-013113,ISUZU,DMAX
CLM0112N-6302-001692,MITSUBISHI,MIRAGE
CLM0112N-6302-001703,MINI,COOPER
CLM011A1-6308-013127,HONDA,JAZZ
CLM011A1-6308-013131,HONDA,CITY
CLM0112N-6302-001717,TOYOTA,AVANZA
CLM0112N-6302-001721,TOYOTA,VIOS
CLM011A1-6308-013145,TOYOTA,VIOS
CLM011A1-6308-013159,ISUZU,DMAX
CLM011A1-6308-013163,ISUZU,DMAX
CLM0112N-6302-001749,ISUZU,DMAX
CLM0112N-6302-001753,ISUZU,DMAX
CLM011A1-6308-013177,ISUZU,DMAX
CLM011A1-6308-013181,TOYOTA,COMMUTER
CLM0112N-6302-001767,NISSAN,ALMERA
CLM0112N-6302-001771,TOYOTA,ALTIS
CLM011A1-6308-013195,HONDA,BRIO AMAZE
CLM011A1-6308-013206,TOYOTA,REVO SMART CAB
CLM0112N-6302-001785,HONDA,CITY
CLM011A1-6308-013210,MITSUBISHI,TRITON DOUBLE CAB
CLM0112N-6302-001799,NISSAN,FRONTIER
CLM0112N-6302-001800,TOYOTA,VIOS
CLM011A1-6308-013224,ISUZU,DMAX
CLM0112N-6302-001814,MITSUBISHI,PAJERO SPORT
CLM011A1-6308-013238,ISUZU,DMAX
CLM011A1-6308-013242,HONDA,CIVIC
CLM0112N-6302-001832,SUZUKI,SWIFT
CLM011A1-6308-013256,HONDA,CR-V
CLM011A1-6308-013260,ISUZU,DMAX
CLM0112N-6302-001846,ISUZU,DMAX
CLM0112N-6302-001850,HONDA,CITY
CLM011A1-6308-013274,ISUZU,DMAX
CLM0112N-6302-001864,ISUZU,DMAX
CLM011A1-6308-013288,ISUZU,DMAX
CLM011A1-6308-013292,ISUZU,DMAX 1.9
CLM0112N-6302-001878,TOYOTA,VIGO
CLM011A1-6308-013303,ISUZU,CAB4 3.0
CLM0112N-6302-001882,TOYOTA,PRERUNNER
CLM011A1-6308-013317,MAZDA,BT-50 2500
CLM0112N-6302-001896,TOYOTA,LAND CRUISER PRADO
CLM011A1-6308-013321,ISUZU,DMAX
CLM0112N-6302-001907,TOYOTA,CAMRY 2.4
CLM0112N-6302-001911,HONDA,CIVIC
CLM011A1-6308-013335,CHEVROLET,COLORADO X-CAB
CLM0112N-6302-001925,TOYOTA,VIGO
CLM011A1-6308-013349,ISUZU,DMAX
CLM011A1-6308-013353,ISUZU,DMAX
CLM0112N-6302-001939,HONDA,ACCORD
CLM0112N-6302-001943,HONDA,ACCORD
CLM011A1-6308-013367,ISUZU,DMAX
CLM011A1-6308-013371,ISUZU,DMAX
CLM0112N-6302-001957,ISUZU,DMAX
CLM0112N-6302-001961,MERCEDES-BENZ,E220
CLM011A1-6308-013385,TOYOTA,TOYOPET
CLM0112N-6302-001975,NISSAN,ALMERA
CLM011A1-6308-013399,TOYOTA,COMMUTER
CLM011A1-6308-013400,ISUZU,DMAX HI-LANDER
CLM0112N-6302-001989,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6308-013414,HONDA,HR-V
CLM0112N-6302-001993,FORD,RANGER
CLM0112N-6302-002006,NISSAN,FRONTIER
CLM011A1-6308-013428,NISSAN,NAVARA
CLM0112N-6302-002010,ISUZU,DMAX
CLM011A1-6308-013432,TOYOTA,CAMRY 2.4
CLM0112N-6302-002024,TOYOTA,ALTIS
CLM011A1-6308-013446,CHEVROLET,AVEO
CLM011A1-6308-013450,ISUZU,DMAX
CLM0112N-6302-002038,ISUZU,SPACECAB SL
CLM0112N-6302-002042,NISSAN,MARCH
CLM011A1-6308-013464,ISUZU,DMAX
CLM0112N-6302-002056,AUDI,A4
CLM011A1-6308-013478,MERCEDES-BENZ,C250 AMG
CLM011A1-6308-013482,FORD,FIESTA
CLM0112N-6302-002060,TOYOTA,TIGER
CLM0112N-6302-002074,TOYOTA,VIGO
CLM011A1-6308-013496,ISUZU,DMAX
CLM011A1-6308-013507,ISUZU,DMAX
CLM0112N-6302-002088,HONDA,CR-V
CLM011A1-6308-013511,ISUZU,DMAX
CLM0112N-6302-002092,NISSAN,350Z
CLM0112N-6302-002103,HONDA,FREED
CLM011A1-6308-013525,NISSAN,SYLPHY
CLM011A1-6308-013539,FORD,RANGER
CLM0112N-6302-002117,ISUZU,DMAX
CLM0112N-6302-002121,ISUZU,DMAX
CLM011A1-6308-013543,NISSAN,TIIDA 1.6
CLM011A1-6308-013557,ISUZU,DMAX
CLM0112N-6302-002135,ISUZU,DMAX
CLM011A1-6308-013561,CHEVROLET,COLORADO C-CAB
CLM011A1-6308-013575,ISUZU,DMAX
CLM0112N-6302-002153,CHEVROLET,COLORADO C-CAB
CLM0112N-6302-002167,TOYOTA,VIGO Smart Cab
CLM011A1-6308-013589,HONDA,CITY
CLM0112N-6302-002171,ISUZU,SPACECAB SLX 3.0
CLM011A1-6308-013593,ISUZU,DMAX
CLM011A1-6308-013604,ISUZU,DMAX
CLM0112N-6302-002185,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6308-013618,CHEVROLET,COLORADO X-CAB
CLM0112N-6302-002199,ISUZU,DMAX
CLM0112N-6302-002200,NISSAN,BIG M
CLM011A1-6308-013622,NISSAN,NAVARA
CLM0112N-6302-002214,CHEVROLET,COLORADO C-CAB
CLM011A1-6308-013636,TOYOTA,VIGO
CLM011A1-6308-013640,NISSAN,NOTE
CLM0112N-6302-002228,HONDA,JAZZ
CLM0112N-6302-002232,TOYOTA,VIGO
CLM011A1-6308-013654,ISUZU,DMAX
CLM0112N-6302-002246,HONDA,CITY
CLM011A1-6308-013668,TOYOTA,VIOS
CLM0112N-6302-002250,ISUZU,DMAX
CLM011A1-6308-013672,MITSUBISHI,PAJERO SPORT
CLM0112N-6302-002264,TOYOTA,WISH
CLM011A1-6308-013686,ISUZU,DMAX
CLM011A1-6308-013690,MAZDA,3
CLM0112N-6302-002278,TOYOTA,VIGO
CLM011A1-6308-013701,ISUZU,DMAX
CLM0112N-6302-002282,VOLKSWAGEN,-
CLM011A1-6308-013715,NISSAN,MARCH
CLM0112N-6302-002296,MITSUBISHI,PAJERO
CLM0112N-6302-002307,ISUZU,DMAX
CLM011A1-6308-013729,ISUZU,DMAX
CLM0112N-6302-002311,TOYOTA,VIGO
CLM011A1-6308-013733,TOYOTA,CAMRY 2.4
CLM0112N-6302-002325,MITSUBISHI,CEDIA
CLM011A1-6308-013747,HONDA,ACCORD
CLM011A1-6308-013751,ISUZU,DMAX HI-LANDER
CLM0112N-6302-002339,NISSAN,MARCH
CLM0112N-6302-002343,HONDA,JAZZ
CLM011A1-6308-013765,ISUZU,DMAX
CLM011A1-6308-013779,ISUZU,DMAX
CLM0112N-6302-002357,HONDA,CIVIC
CLM0112N-6302-002361,TOYOTA,REVO
CLM011A1-6308-013783,ISUZU,DMAX
CLM0112N-6302-002375,MAZDA,2
CLM011A1-6308-013797,HONDA,CIVIC VTI L
CLM011A1-6308-013808,TOYOTA,YARIS
CLM0112N-6302-002389,MAZDA,BT-50 2200
CLM011A1-6308-013812,ISUZU,DMAX
CLM0112N-6302-002404,FORD,RANGER
CLM011A1-6308-013826,HONDA,MOBILIO
CLM011A1-6308-013830,ISUZU,DMAX
CLM0112N-6302-002418,TOYOTA,VIOS
CLM0112N-6302-002422,TOYOTA,VIGO
CLM011A1-6308-013844,ISUZU,DMAX
